register;points;region_1;title;price;province;region_2;variety;winery
76607;88;Maremma Toscana           ;Carpineto 2011 Valcolomba Vermentino (Maremma Toscana)                                            ;15;Tuscany          ;                 ;Vermentino                ;Carpineto                      
76608;88;Chianti Classico          ;Castellare di Castellina 2010  Chianti Classico                                                   ;16;Tuscany          ;                 ;Sangiovese                ;Castellare di Castellina       
76609;88;Toscana                   ;Ceralti 2011 Lunarae White (Toscana)                                                              ;30;Tuscany          ;                 ;White Blend               ;Ceralti                        
76611;88;Bolgheri                  ;Cipriana 2010  Bolgheri                                                                           ;15;Tuscany          ;                 ;Red Blend                 ;Cipriana                       
76633;90;Prosecco Superiore di Cart;Mionetto NV Luxury Dry  (Prosecco Superiore di Cartizze)                                          ;35;Veneto           ;                 ;Glera                     ;Mionetto                       
76634;90;Valdobbiadene Prosecco Sup;Perlage 2016 Col di Manza Extra Dry  (Valdobbiadene Prosecco Superiore)                           ;25;Veneto           ;                 ;Glera                     ;Perlage                        
76636;90;Venezia Giulia            ;Russiz Superiore 2012 Horus White (Venezia Giulia)                                                ;44;Northeastern Ital;                 ;White Blend               ;Russiz Superiore               
76638;90;Valdobbiadene Prosecco Sup;Spagnol 2016 Col de Sas Brut  (Valdobbiadene Prosecco Superiore)                                  ;15;Veneto           ;                 ;Glera                     ;Spagnol                        
76644;90;Conegliano Valdobbiadene P;Bellenda 2015 Rive di Carpesica Brut  (Conegliano Valdobbiadene Prosecco Superiore)               ;25;Veneto           ;                 ;Glera                     ;Bellenda                       
76676;85;Brunello di Montalcino    ;San Filippo 2009  Brunello di Montalcino                                                          ;36;Tuscany          ;                 ;Sangiovese                ;San Filippo                    
76695;83;Cannonau di Sardegna      ;Boccantino 2012 Riserva  (Cannonau di Sardegna)                                                   ;11;Sicily & Sardinia;                 ;Cannonau                  ;Boccantino                     
76720;89;Vernaccia di San Gimignano;Poggio Alloro 2015  Vernaccia di San Gimignano                                                    ;17;Tuscany          ;                 ;Vernaccia                 ;Poggio Alloro                  
76727;89;Romagna                   ;Tre Monti 2012 Petrignone Riserva Sangiovese (Romagna)                                            ;20;Central Italy    ;                 ;Sangiovese                ;Tre Monti                      
76728;89;Romagna                   ;Tre Monti 2013 Thea Riserva Sangiovese (Romagna)                                                  ;28;Central Italy    ;                 ;Sangiovese                ;Tre Monti                      
76729;89;Romagna                   ;Trerè 2015 Arlùs Albana (Romagna)                                                                 ;15;Central Italy    ;                 ;Albana                    ;Trerè                          
76731;89;Taurasi                   ;Vesevo 2010  Taurasi                                                                              ;34;Southern Italy   ;                 ;Aglianico                 ;Vesevo                         
76734;89;Romagna                   ;Condé 2013 Predappio Red (Romagna)                                                                ;20;Central Italy    ;                 ;Red Blend                 ;Condé                          
76735;89;Irpinia                   ;Contrade di Taurasi - Lonardo 2014 Aglianico (Irpinia)                                            ;25;Southern Italy   ;                 ;Aglianico                 ;Contrade di Taurasi - Lonardo  
76736;89;Terre Siciliane           ;Coste Ghirlanda 2013 Jardinu Zibibbo (Terre Siciliane)                                            ;60;Sicily & Sardinia;                 ;Zibibbo                   ;Coste Ghirlanda                
76739;90;Montefalco Rosso          ;Arnaldo Caprai 2011  Montefalco Rosso                                                             ;23;Central Italy    ;                 ;Red Blend                 ;Arnaldo Caprai                 
76740;90;Sagrantino di Montefalco  ;Bocale 2009  Sagrantino di Montefalco                                                             ;39;Central Italy    ;                 ;Sagrantino                ;Bocale                         
76769;92;Recioto di Soave Classico ;Gini 2011 Col Foscarin  (Recioto di Soave Classico)                                               ;36;Veneto           ;                 ;Garganega                 ;Gini                           
76771;92;Prosecco Superiore di Cart;Nino Franco 2016  Prosecco Superiore di Cartizze                                                  ;               ;Veneto           ;                 ;Glera                     ;Nino Franco                    
76786;88;Barolo                    ;Gigi Rosso 2013 Trecomuni  (Barolo)                                                               ;54;Piedmont         ;                 ;Nebbiolo                  ;Gigi Rosso                     
76795;87;Langhe                    ;Serra dei Fiori 2015 La Regina Nascetta (Langhe)                                                  ;               ;Piedmont         ;                 ;Nascetta                  ;Serra dei Fiori                
76801;87;Vino Spumante             ;Tenuta Stella NV Brut Ribolla Gialla (Vino Spumante)                                              ;25;Italy Other      ;                 ;Ribolla Gialla            ;Tenuta Stella                  
76829;87;Sicilia                   ;Duca di Salaparuta 2015 Kados Grillo (Sicilia)                                                    ;               ;Sicily & Sardinia;                 ;Grillo                    ;Duca di Salaparuta             
76830;87;Erice                     ;Fazio 2015 Aegades Grillo (Erice)                                                                 ;25;Sicily & Sardinia;                 ;Grillo                    ;Fazio                          
76831;87;Terre Siciliane           ;Fondo Antico 2014 I Versi Red (Terre Siciliane)                                                   ;11;Sicily & Sardinia;                 ;Red Blend                 ;Fondo Antico                   
76832;87;Terre Siciliane           ;Baglio del Cristo di Campobello 2015 Grillo (Terre Siciliane)                                     ;               ;Sicily & Sardinia;                 ;Grillo                    ;Baglio del Cristo di Campobello
76833;87;Sicilia                   ;Baglio di Pianetto 2015 Ficiligno White (Sicilia)                                                 ;               ;Sicily & Sardinia;                 ;White Blend               ;Baglio di Pianetto             
76834;87;Etna                      ;Barone di Villagrande 2015 Villagrande Bianco  (Etna)                                             ;23;Sicily & Sardinia;                 ;Carricante                ;Barone di Villagrande          
76836;87;Terre Siciliane           ;Cantine Europa 2015 Eughenes Grillo-Zibibbo White (Terre Siciliane)                               ;               ;Sicily & Sardinia;                 ;White Blend               ;Cantine Europa                 
76842;87;Fiano di Avellino         ;Agricola Bellaria 2015  Fiano di Avellino                                                         ;20;Southern Italy   ;                 ;Fiano                     ;Agricola Bellaria              
76845;88;Amarone della Valpolicella;Le Bertarole 2008 Podere Cariano  (Amarone della Valpolicella Classico)                           ;25;Veneto           ;                 ;Corvina, Rondinella, Molin;Le Bertarole                   
76847;88;Amarone della Valpolicella;La Collina dei Ciliegi 2007 L'Amarone  (Amarone della Valpolicella)                               ;75;Veneto           ;                 ;Corvina, Rondinella, Molin;La Collina dei Ciliegi         
76850;88;Valpolicella Classico Supe;Domìni Veneti 2009 La Casetta  (Valpolicella Classico Superiore Ripasso)                          ;22;Veneto           ;                 ;Corvina, Rondinella, Molin;Domìni Veneti                  
76853;88;Amarone della Valpolicella;Tezza 2008 Corte Majoli  (Amarone della Valpolicella)                                             ;30;Veneto           ;                 ;Corvina, Rondinella, Molin;Tezza                          
76855;88;Valpolicella Classico Supe;Vigneti Villabella 2009  Valpolicella Classico Superiore Ripasso                                  ;18;Veneto           ;                 ;Corvina, Rondinella, Molin;Vigneti Villabella             
76857;88;Valpolicella Classico Supe;Brunelli 2010 Pa' Riondo  (Valpolicella Classico Superiore Ripasso)                               ;20;Veneto           ;                 ;Corvina, Rondinella, Molin;Brunelli                       
76858;88;Valpolicella Superiore Rip;Cantina Sociale della Valpantena 2010 Torre del Falasco  (Valpolicella Superiore Ripasso)         ;25;Veneto           ;                 ;Corvina, Rondinella, Molin;Cantina Sociale della Valpanten
76864;92;Barbaresco                ;Cascina delle Rose 2012 Tre Stelle  (Barbaresco)                                                  ;60;Piedmont         ;                 ;Nebbiolo                  ;Cascina delle Rose             
76867;92;Barbaresco                ;Rivetti Massimo 2012 Froi  (Barbaresco)                                                           ;49;Piedmont         ;                 ;Nebbiolo                  ;Rivetti Massimo                
76868;92;Barolo                    ;Rivetto 2009 Leon Riserva  (Barolo)                                                               ;75;Piedmont         ;                 ;Nebbiolo                  ;Rivetto                        
76869;92;Barbaresco                ;Rizzi 2010 Boito Riserva  (Barbaresco)                                                            ;70;Piedmont         ;                 ;Nebbiolo                  ;Rizzi                          
76871;92;Carignano del Sulcis      ;Sella & Mosca 2010 Terre Rare Riserva  (Carignano del Sulcis)                                     ;15;Sicily & Sardinia;                 ;Carignano                 ;Sella & Mosca                  
76878;92;Barbaresco                ;La Ganghija 2012  Barbaresco                                                                      ;               ;Piedmont         ;                 ;Nebbiolo                  ;La Ganghija                    
76884;92;Cannonau di Sardegna      ;Pala 2013 Riserva  (Cannonau di Sardegna)                                                         ;27;Sicily & Sardinia;                 ;Cannonau                  ;Pala                           
76889;92;Isola dei Nuraghi         ;Capichera 2010 Mantènghja Red (Isola dei Nuraghi)                                                 ;113;Sicily & Sardinia;                 ;Red Blend                 ;Capichera                      
76897;87;Conegliano Valdobbiadene P;Il Follo 2012 Villa Luigia Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)   ;18;Veneto           ;                 ;Glera                     ;Il Follo                       
76899;87;Veneto                    ;La Cappuccina 2008 Villa Buri Brut Millesimato Garganega (Veneto)                                 ;28;Veneto           ;                 ;Garganega                 ;La Cappuccina                  
76900;87;Emilia-Romagna            ;Lamoretti 2008 Vigna del Guasto Red (Emilia-Romagna)                                              ;19;Central Italy    ;                 ;Red Blend                 ;Lamoretti                      
76901;87;Soave                     ;Latium di Morini 2011 Campo le Calle  (Soave)                                                     ;18;Veneto           ;                 ;Garganega                 ;Latium di Morini               
76902;87;Conegliano Valdobbiadene P;Malibràn 2012 Ruio Brut  (Conegliano Valdobbiadene Prosecco Superiore)                            ;               ;Veneto           ;                 ;Glera                     ;Malibràn                       
76906;87;Valtellina                ;Nino Negri 2011 Ca' Brione  (Valtellina)                                                          ;35;Lombardy         ;                 ;White Blend               ;Nino Negri                     
76910;87;Sangiovese di Romagna Supe;Poderi dal Nespoli 1929 2010 Il Nespoli Riserva  (Sangiovese di Romagna Superiore)                ;25;Central Italy    ;                 ;Sangiovese                ;Poderi dal Nespoli 1929        
76915;87;Conegliano Valdobbiadene P;Conte Collalto NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                        ;16;Veneto           ;                 ;Glera                     ;Conte Collalto                 
76916;87;Moscato d'Asti            ;Coppo 2011 Moncalvina  (Moscato d'Asti)                                                           ;15;Piedmont         ;                 ;Moscato                   ;Coppo                          
76917;87;Langhe                    ;Elvio Cogno 2011 Anas-Cëtta Nascetta (Langhe)                                                     ;33;Piedmont         ;                 ;Nascetta                  ;Elvio Cogno                    
76919;87;Conegliano Valdobbiadene P;Foss Marai NV Strada di Guia 109 Brut  (Conegliano Valdobbiadene Prosecco Superiore)              ;18;Veneto           ;                 ;Glera                     ;Foss Marai                     
76920;87;Conegliano Valdobbiadene P;Foss Marai NV Strada di Guia 109 Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)         ;18;Veneto           ;                 ;Glera                     ;Foss Marai                     
76922;87;Conegliano Valdobbiadene P;Giavi 2012 Prima Volta Millesimato Dry  (Conegliano Valdobbiadene Prosecco Superiore)             ;18;Veneto           ;                 ;Glera                     ;Giavi                          
76923;87;Nebbiolo d'Alba           ;Giribaldi 2009 Accerto  (Nebbiolo d'Alba)                                                         ;18;Piedmont         ;                 ;Nebbiolo                  ;Giribaldi                      
76940;91;Ghemme                    ;Antichi Vigneti di Cantalupo 2009 Anno Primo  (Ghemme)                                            ;37;Piedmont         ;                 ;Nebbiolo                  ;Antichi Vigneti di Cantalupo   
76954;91;Isola dei Nuraghi         ;Mesa 2009 Malombra Red (Isola dei Nuraghi)                                                        ;65;Sicily & Sardinia;                 ;Red Blend                 ;Mesa                           
76969;91;Aglianico del Vulture     ;Lucania 2007 Bosco del Falco  (Aglianico del Vulture)                                             ;32;Southern Italy   ;                 ;Aglianico                 ;Lucania                        
76976;92;Barolo                    ;Conterno Fantino 2010 Vigna del Gris  (Barolo)                                                    ;92;Piedmont         ;                 ;Nebbiolo                  ;Conterno Fantino               
77002;92;Barbaresco                ;Fontanafredda 2010 Coste Rubin  (Barbaresco)                                                      ;69;Piedmont         ;                 ;Nebbiolo                  ;Fontanafredda                  
77006;89;Barbaresco                ;Giuseppe Cortese 2006 Rabajá  (Barbaresco)                                                        ;55;Piedmont         ;                 ;Nebbiolo                  ;Giuseppe Cortese               
77011;88;Barolo                    ;G D Vajra 2004 Albe  (Barolo)                                                                     ;45;Piedmont         ;                 ;Nebbiolo                  ;G D Vajra                      
77012;88;Barbaresco                ;Giribaldi 2005  Barbaresco                                                                        ;50;Piedmont         ;                 ;Nebbiolo                  ;Giribaldi                      
77018;88;Barolo                    ;Palladino 2005 Vigna Broglio  (Barolo)                                                            ;78;Piedmont         ;                 ;Nebbiolo                  ;Palladino                      
77020;88;Barbaresco                ;Tenuta Carretta 2005 Bordino  (Barbaresco)                                                        ;               ;Piedmont         ;                 ;Nebbiolo                  ;Tenuta Carretta                
77025;88;Barolo                    ;G D Vajra 2004 Bricco delle Viole  (Barolo)                                                       ;83;Piedmont         ;                 ;Nebbiolo                  ;G D Vajra                      
77039;95;Sagrantino di Montefalco  ;Milziade Antano 2009 Colleallodole  (Sagrantino di Montefalco)                                    ;70;Central Italy    ;                 ;Sagrantino                ;Milziade Antano                
77055;87;Sicilia                   ;Feudo Principi di Butera 2015 Syrah (Sicilia)                                                     ;17;Sicily & Sardinia;                 ;Syrah                     ;Feudo Principi di Butera       
77058;87;Barbaresco                ;Gian Piero Marrone 2014  Barbaresco                                                               ;38;Piedmont         ;                 ;Nebbiolo                  ;Gian Piero Marrone             
77077;93;Toscana                   ;Tua Rita 2013 Giusto di Notri Red (Toscana)                                                       ;100;Tuscany          ;                 ;Red Blend                 ;Tua Rita                       
77083;93;Toscana                   ;Mazzei 2012 Philip Cabernet Sauvignon (Toscana)                                                   ;50;Tuscany          ;                 ;Cabernet Sauvignon        ;Mazzei                         
77087;93;Toscana                   ;Tenuta Monteti 2011 Monteti Red (Toscana)                                                         ;38;Tuscany          ;                 ;Red Blend                 ;Tenuta Monteti                 
77088;93;Brunello di Montalcino    ;Amantis 2010 Riserva  (Brunello di Montalcino)                                                    ;85;Tuscany          ;                 ;Sangiovese                ;Amantis                        
77101;92;Brunello di Montalcino    ;Casanuova delle Cerbaie 2010 Vigna Montosoli Riserva  (Brunello di Montalcino)                    ;80;Tuscany          ;                 ;Sangiovese                ;Casanuova delle Cerbaie        
77102;92;Chianti Classico          ;Castelli del Grevepesa 2012 Panzano Gran Selezione  (Chianti Classico)                            ;50;Tuscany          ;                 ;Sangiovese                ;Castelli del Grevepesa         
77113;87;Brunello di Montalcino    ;Agostina Pieri 2004  Brunello di Montalcino                                                       ;55;Tuscany          ;                 ;Sangiovese Grosso         ;Agostina Pieri                 
77114;87;Chianti Classico          ;Bibbiano 2006 Vigna del Capannino Riserva  (Chianti Classico)                                     ;               ;Tuscany          ;                 ;Sangiovese                ;Bibbiano                       
77115;87;Chianti Classico          ;Bibbiano 2007 Montornello  (Chianti Classico)                                                     ;               ;Tuscany          ;                 ;Sangiovese                ;Bibbiano                       
77118;87;Chianti Classico          ;Castello Vicchiomaggio 2005 Agostino Petri Riserva  (Chianti Classico)                            ;               ;Tuscany          ;                 ;Sangiovese                ;Castello Vicchiomaggio         
77126;88;Brunello di Montalcino    ;Paradiso di Frassina 2008  Brunello di Montalcino                                                 ;80;Tuscany          ;                 ;Sangiovese Grosso         ;Paradiso di Frassina           
77129;88;Brunello di Montalcino    ;SassodiSole 2008  Brunello di Montalcino                                                          ;49;Tuscany          ;                 ;Sangiovese Grosso         ;SassodiSole                    
77131;88;Brunello di Montalcino    ;La Rasina 2007 Il Divasco  (Brunello di Montalcino)                                               ;80;Tuscany          ;                 ;Sangiovese Grosso         ;La Rasina                      
77132;88;Brunello di Montalcino    ;Le Potazzine 2008  Brunello di Montalcino                                                         ;70;Tuscany          ;                 ;Sangiovese Grosso         ;Le Potazzine                   
77139;88;Vino Nobile di Montepulcia;Vecchia Cantina di Montepulciano 2009 Incanto  (Vino Nobile di Montepulciano)                     ;               ;Tuscany          ;                 ;Prugnolo Gentile          ;Vecchia Cantina di Montepulcian
77144;88;Brunello di Montalcino    ;San Filippo di Giannelli 2008 Le Lucére  (Brunello di Montalcino)                                 ;60;Tuscany          ;                 ;Sangiovese Grosso         ;San Filippo di Giannelli       
77154;90;Moscato d'Asti            ;Fontanafredda 2015 Moncucco  (Moscato d'Asti)                                                     ;12;Piedmont         ;                 ;Moscato                   ;Fontanafredda                  
77166;90;Moscato d'Asti            ;Mongioia 2011 Crivella  (Moscato d'Asti)                                                          ;45;Piedmont         ;                 ;Moscato                   ;Mongioia                       
77181;90;Barbaresco                ;Rivetti Massimo 2014 Froi  (Barbaresco)                                                           ;40;Piedmont         ;                 ;Nebbiolo                  ;Rivetti Massimo                
77206;90;Barolo                    ;Brangero 2013 Monvigliero  (Barolo)                                                               ;62;Piedmont         ;                 ;Nebbiolo                  ;Brangero                       
77207;90;Barbera d'Asti            ;Cascina Castlet 2015 Passum  (Barbera d'Asti)                                                     ;40;Piedmont         ;                 ;Barbera                   ;Cascina Castlet                
77251;93;Toscana                   ;Castello dei Rampolla 2012 Sammarco Red (Toscana)                                                 ;117;Tuscany          ;                 ;Red Blend                 ;Castello dei Rampolla          
77289;85;Terre del Volturno        ;Vestini Campagnano 2011 Casavecchia (Terre del Volturno)                                          ;45;Southern Italy   ;                 ;Casavecchia               ;Vestini Campagnano             
77292;85;Terre Siciliane           ;Corvo 2013 Bianco White (Terre Siciliane)                                                         ;12;Sicily & Sardinia;                 ;White Blend               ;Corvo                          
77298;91;Barbaresco                ;Cantina del Pino 2009  Barbaresco                                                                 ;45;Piedmont         ;                 ;Nebbiolo                  ;Cantina del Pino               
77305;90;Barbaresco                ;Livio Voghera 2006 Basarin  (Barbaresco)                                                          ;46;Piedmont         ;                 ;Nebbiolo                  ;Livio Voghera                  
77306;90;Barolo                    ;Massolino 2007  Barolo                                                                            ;57;Piedmont         ;                 ;Nebbiolo                  ;Massolino                      
77308;90;Barolo                    ;Parusso 2008  Barolo                                                                              ;48;Piedmont         ;                 ;Nebbiolo                  ;Parusso                        
77309;90;Barbaresco                ;Rizzi 2007  Barbaresco                                                                            ;36;Piedmont         ;                 ;Nebbiolo                  ;Rizzi                          
77310;90;Barbaresco                ;Rizzi 2007 Boito  (Barbaresco)                                                                    ;45;Piedmont         ;                 ;Nebbiolo                  ;Rizzi                          
77315;90;Barbaresco                ;Luigi Oddero & Figli 2009  Barbaresco                                                             ;54;Piedmont         ;                 ;Nebbiolo                  ;Luigi Oddero & Figli           
77320;90;Barbaresco                ;Piazzo Armando 2009  Barbaresco                                                                   ;30;Piedmont         ;                 ;Nebbiolo                  ;Piazzo Armando                 
77321;90;Barolo                    ;Beni di Batasiolo 2007  Barolo                                                                    ;43;Piedmont         ;                 ;Nebbiolo                  ;Beni di Batasiolo              
77327;91;Dogliani Superiore        ;Pecchenino 2012 Bricco Botti  (Dogliani Superiore)                                                ;40;Piedmont         ;                 ;Dolcetto                  ;Pecchenino                     
77330;91;Cortona                   ;Tenimenti Luigi D'Alessandro 2010 Il Bosco Syrah (Cortona)                                        ;60;Tuscany          ;                 ;Syrah                     ;Tenimenti Luigi D'Alessandro   
77352;91;Barolo                    ;Amalia 2011 Le Coste di Monforte  (Barolo)                                                        ;50;Piedmont         ;                 ;Nebbiolo                  ;Amalia                         
77358;87;Rosso di Montalcino       ;Cecchi 2013  Rosso di Montalcino                                                                  ;25;Tuscany          ;                 ;Sangiovese                ;Cecchi                         
77377;87;Rosso di Montalcino       ;Podere La Vigna 2014  Rosso di Montalcino                                                         ;15;Tuscany          ;                 ;Sangiovese                ;Podere La Vigna                
77378;87;Rosso di Montalcino       ;Renieri 2013  Rosso di Montalcino                                                                 ;               ;Tuscany          ;                 ;Sangiovese                ;Renieri                        
77386;94;Taurasi                   ;Mastroberardino 2008 Naturalis Historia  (Taurasi)                                                ;90;Southern Italy   ;                 ;Aglianico                 ;Mastroberardino                
77412;93;Irpinia                   ;Feudi di San Gregorio 2010 Serpico Aglianico (Irpinia)                                            ;75;Southern Italy   ;                 ;Aglianico                 ;Feudi di San Gregorio          
77417;87;Sicilia                   ;Marabino 2007 Èureka Chardonnay (Sicilia)                                                         ;28;Sicily & Sardinia;                 ;Chardonnay                ;Marabino                       
77420;87;Sicilia                   ;Planeta 2007 La Segreta White (Sicilia)                                                           ;16;Sicily & Sardinia;                 ;White Blend               ;Planeta                        
77437;87;Emilia-Romagna            ;Consorzio Vini Tipici di San Marino NV Riserva Titano Brut Sparkling (Emilia-Romagna)             ;18;Central Italy    ;                 ;Sparkling Blend           ;Consorzio Vini Tipici di San Ma
77439;87;Montepulciano d'Abruzzo Co;Farnese 2004  Montepulciano d'Abruzzo Colline Teramane                                            ;16;Central Italy    ;                 ;Montepulciano             ;Farnese                        
77440;87;Cerasuolo di Vittoria     ;Feudo di Santa Tresa 2005  Cerasuolo di Vittoria                                                  ;13;Sicily & Sardinia;                 ;Red Blend                 ;Feudo di Santa Tresa           
77441;87;Sicilia                   ;Feudo di Santa Tresa 2006 Rina Ianca White (Sicilia)                                              ;13;Sicily & Sardinia;                 ;White Blend               ;Feudo di Santa Tresa           
77442;87;Etna                      ;Benanti 2007 Bianco di Caselle  (Etna)                                                            ;25;Sicily & Sardinia;                 ;Carricante                ;Benanti                        
77450;89;Molise                    ;Di Majo Norante 2012 Ramitello Red (Molise)                                                       ;18;Southern Italy   ;                 ;Red Blend                 ;Di Majo Norante                
77458;89;Sicilia                   ;Terre di Giurfo 2012 Maskaria Red (Sicilia)                                                       ;17;Sicily & Sardinia;                 ;Red Blend                 ;Terre di Giurfo                
77467;89;Marsala                   ;Florio 2001 Terre Arse  (Marsala)                                                                 ;25;Sicily & Sardinia;                 ;Grillo                    ;Florio                         
77469;89;Val di Neto               ;Librandi 2009 Le Passule Mantonico (Val di Neto)                                                  ;30;Southern Italy   ;                 ;Mantonico                 ;Librandi                       
77485;87;Alto Adige                ;Kellerei Kaltern Caldaro 2011 Gewürztraminer (Alto Adige)                                         ;22;Northeastern Ital;                 ;Gewürztraminer            ;Kellerei Kaltern Caldaro       
77488;87;Soave Classico            ;Monte Tondo 2011  Soave Classico                                                                  ;               ;Veneto           ;                 ;Garganega                 ;Monte Tondo                    
77491;90;Sicilia                   ;Cottanera 2006 Sole di Sesta Syrah (Sicilia)                                                      ;               ;Sicily & Sardinia;                 ;Syrah                     ;Cottanera                      
77503;90;Trebbiano d'Abruzzo       ;Masciarelli 2006 Castello di Semivicoli  (Trebbiano d'Abruzzo)                                    ;45;Central Italy    ;                 ;Trebbiano                 ;Masciarelli                    
77510;88;Colli Orientali del Friuli;Il Roncal 2006 Ploe di Stelis White (Colli Orientali del Friuli)                                  ;26;Northeastern Ital;                 ;White Blend               ;Il Roncal                      
77514;88;Marca Trevigiana          ;Villa Sandi 2006 Avìtus Incrocio Manzoni 6.0.13 Manzoni (Marca Trevigiana)                        ;37;Veneto           ;                 ;Manzoni                   ;Villa Sandi                    
77515;88;Colli Orientali del Friuli;Volpe Pasini 2007 Zuc di Volpe Pinot Grigio (Colli Orientali del Friuli)                          ;38;Northeastern Ital;                 ;Pinot Grigio              ;Volpe Pasini                   
77522;88;Alto Adige                ;Girlan 2007 SelectArt Sauvignon (Alto Adige)                                                      ;39;Northeastern Ital;                 ;Sauvignon                 ;Girlan                         
77523;88;Venezia Giulia            ;Plozner 2007 Malpelo Pinot Grigio (Venezia Giulia)                                                ;27;Northeastern Ital;                 ;Pinot Grigio              ;Plozner                        
77538;88;Greco di Tufo             ;Vigne Guadagno 2015  Greco di Tufo                                                                ;24;Southern Italy   ;                 ;Greco                     ;Vigne Guadagno                 
77543;88;Lugana                    ;Zenato 2014 Riserva Sergio Zenato  (Lugana)                                                       ;40;Lombardy         ;                 ;Turbiana                  ;Zenato                         
77550;88;Lugana                    ;Cà Maiol 2015 Prestige  (Lugana)                                                                  ;               ;Lombardy         ;                 ;Turbiana                  ;Cà Maiol                       
77565;91;Abruzzo                   ;Feudo Antico 2008 Tullum Red (Abruzzo)                                                            ;22;Central Italy    ;                 ;Red Blend                 ;Feudo Antico                   
77574;91;Montepulciano d'Abruzzo Co;Farnese 2005 Opi Riserva  (Montepulciano d'Abruzzo Colline Teramane)                              ;37;Central Italy    ;                 ;Montepulciano             ;Farnese                        
77598;88;Gavi                      ;Villa Sparina 2013 Monterotondo del Comune di Gavi  (Gavi)                                        ;45;Piedmont         ;                 ;Cortese                   ;Villa Sparina                  
77606;88;Verdicchio dei Castelli di;Moncaro 2014 Verde Ca' Ruptae  (Verdicchio dei Castelli di Jesi Classico Superiore)               ;38;Central Italy    ;                 ;Verdicchio                ;Moncaro                        
77612;88;Lugana                    ;Perla del Garda 2013 Vendemmia Tardiva  (Lugana)                                                  ;29;Lombardy         ;                 ;Turbiana                  ;Perla del Garda                
77613;88;Lugana                    ;Perla del Garda 2015 Perla  (Lugana)                                                              ;21;Lombardy         ;                 ;Turbiana                  ;Perla del Garda                
77628;90;Etna                      ;Tenuta delle Terre Nere 2006 Guardiola  (Etna)                                                    ;52;Sicily & Sardinia;                 ;Red Blend                 ;Tenuta delle Terre Nere        
77630;90;Etna                      ;I Vigneri 2004 Vinupetra  (Etna)                                                                  ;               ;Sicily & Sardinia;                 ;Red Blend                 ;I Vigneri                      
77634;90;Sicilia                   ;AgroArgento 2004 Timoleonte Red (Sicilia)                                                         ;               ;Sicily & Sardinia;                 ;Red Blend                 ;AgroArgento                    
77661;88;Verdicchio dei Castelli di;Brunori 2012 San Nicolò  (Verdicchio dei Castelli di Jesi Classico Superiore)                     ;17;Central Italy    ;                 ;Verdicchio                ;Brunori                        
77672;88;Verdicchio dei Castelli di;Tenuta di Tavignano 2012 Villa Torre  (Verdicchio dei Castelli di Jesi Classico Superiore)        ;14;Central Italy    ;                 ;Verdicchio                ;Tenuta di Tavignano            
77731;92;Toscana                   ;Castello di Bossi 2002 Vin San Laurentino White (Toscana)                                         ;95;Tuscany          ;                 ;White Blend               ;Castello di Bossi              
77739;91;Veneto                    ;Domìni Veneti 2008 Costacalda Passito White (Veneto)                                              ;30;Veneto           ;                 ;White Blend               ;Domìni Veneti                  
77743;86;Terre Siciliane           ;Di Giovanna 2012 Helios Red (Terre Siciliane)                                                     ;26;Sicily & Sardinia;                 ;Red Blend                 ;Di Giovanna                    
77745;86;Sicilia                   ;Feudo di Santa Tresa 2013 Purato Made With Organic Grapes Nero d'Avola (Sicilia)                  ;12;Sicily & Sardinia;                 ;Nero d'Avola              ;Feudo di Santa Tresa           
77747;86;Irpinia                   ;I Capitani 2009 Emè Red (Irpinia)                                                                 ;30;Southern Italy   ;                 ;Red Blend                 ;I Capitani                     
77748;86;Taurasi                   ;Il Cancelliere 2007 Nero Né  (Taurasi)                                                            ;49;Southern Italy   ;                 ;Aglianico                 ;Il Cancelliere                 
77757;86;Taurasi                   ;Tenuta Cavalier Pepe 2008 La Loggia del Cavaliere Riserva  (Taurasi)                              ;               ;Southern Italy   ;                 ;Aglianico                 ;Tenuta Cavalier Pepe           
77758;86;Taurasi                   ;Vesevo 2008  Taurasi                                                                              ;46;Southern Italy   ;                 ;Aglianico                 ;Vesevo                         
77772;91;Franciacorta              ;Barone Pizzini 2012 Naturae Metodo Classico Sparkling (Franciacorta)                              ;45;Lombardy         ;                 ;Sparkling Blend           ;Barone Pizzini                 
77775;91;Trento                    ;Cesarini Sforza 2009 Tridentum Rosé Metodo Classico Pinot Nero (Trento)                           ;30;Northeastern Ital;                 ;Pinot Nero                ;Cesarini Sforza                
77793;91;Valdobbiadene Superiore di;Villa Sandi 2015 Cartizze Vigna La Rivetta  (Valdobbiadene Superiore di Cartizze)                 ;45;Veneto           ;                 ;Glera                     ;Villa Sandi                    
77806;89;Sicilia                   ;Duca di Salaparuta 2005 Triskelè Red (Sicilia)                                                    ;29;Sicily & Sardinia;                 ;Red Blend                 ;Duca di Salaparuta             
77812;89;Sagrantino di Montefalco  ;Tenuta Alzatura 2006 Uno di Nove  (Sagrantino di Montefalco)                                      ;               ;Central Italy    ;                 ;Sagrantino                ;Tenuta Alzatura                
77824;91;Chianti Classico          ;Losi Querciavalle 2011 Millennium Gran Selezione  (Chianti Classico)                              ;45;Tuscany          ;                 ;Red Blend                 ;Losi Querciavalle              
